State,County,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property Crime,Burglary,Larceny theft,Motorvehicletheft,Arson
TEXAS,Crane,0,0,0,0,0,21,0,19,2,0
TEXAS,Crockett,5,0,0,0,5,33,16,16,1,0
TEXAS,Culberson,0,0,0,0,0,0,0,0,0,0
TEXAS,Dallam,0,0,0,0,0,4,1,1,2,0
TEXAS,Dawson,2,0,0,0,2,41,14,24,3,0
TEXAS,Deaf Smith,6,0,4,0,2,55,10,37,8,0
TEXAS,Delta6,2,0,0,0,2,24,13,10,1,0
TEXAS,DeWitt,19,0,11,0,8,88,27,51,10,0
TEXAS,Dickens,1,0,0,0,1,2,1,1,0,0
TEXAS,Dimmit,17,0,0,1,16,125,21,98,6,2
TEXAS,Donley,2,0,0,0,2,42,15,25,2,0
TEXAS,Edwards,0,0,0,0,0,26,9,16,1,1
TEXAS,Erath,51,1,13,0,37,118,46,62,10,0
TEXAS,Fannin,53,0,14,4,35,164,95,65,4,0
TEXAS,Fayette,9,2,1,2,4,122,37,76,9,2
TEXAS,Floyd,11,0,0,0,11,38,13,22,3,0
TEXAS,Foard,0,0,0,0,0,0,0,0,0,0
TEXAS,Franklin,25,0,6,0,19,86,45,34,7,0
TEXAS,Freestone,10,0,1,0,9,110,33,69,8,0
TEXAS,Frio,11,0,0,0,11,146,46,86,14,2
TEXAS,Gaines,6,1,1,0,4,84,24,45,15,0
TEXAS,Garza,13,0,2,0,11,61,14,44,3,0
TEXAS,Gillespie,5,0,0,0,5,68,15,53,0,0
TEXAS,Glasscock,4,0,0,0,4,27,16,9,2,0
TEXAS,Gonzales,17,0,8,2,7,117,42,65,10,1
TEXAS,Gray,11,0,0,1,10,94,32,56,6,0
TEXAS,Grimes,27,3,0,5,19,149,56,85,8,1
TEXAS,Hale,17,0,0,1,16,87,39,42,6,0
TEXAS,Hall,5,0,0,0,5,6,2,3,1,0
TEXAS,Hansford,0,0,0,0,0,11,1,8,2,0
TEXAS,Harrison,61,0,29,3,29,620,222,324,74,0
TEXAS,Hartley,1,1,0,0,0,12,4,6,2,4
TEXAS,Haskell,4,0,0,2,2,19,9,7,3,1
TEXAS,Hemphill,0,0,0,0,0,13,2,10,1,0
TEXAS,Henderson,201,5,46,9,141,831,377,393,61,0
TEXAS,Hill,31,1,9,2,19,247,105,122,20,1
TEXAS,Hockley,11,1,0,0,10,54,24,24,6,1
TEXAS,Hopkins,36,2,4,1,29,82,24,47,11,0
TEXAS,Houston,5,0,0,2,3,131,57,62,12,0
TEXAS,Howard,31,1,1,1,28,147,39,93,15,1
TEXAS,Hutchinson,16,0,5,0,11,85,23,52,10,0
TEXAS,Jack,6,0,0,1,5,47,5,33,9,0
TEXAS,Jackson,7,0,3,2,2,50,18,27,5,0
TEXAS,Jasper,100,1,35,6,58,312,132,149,31,3
TEXAS,Jeff Davis,4,1,0,0,3,9,5,3,1,0
TEXAS,Jim Hogg,7,0,1,0,6,15,4,8,3,0
TEXAS,Jim Wells,112,0,21,2,89,268,130,117,21,7
TEXAS,Karnes,13,0,0,0,13,99,33,57,9,1
TEXAS,Kenedy,3,0,0,0,3,3,0,3,0,0
TEXAS,Kent,0,0,0,0,0,4,1,3,0,0
TEXAS,Kerr,34,1,13,1,19,251,84,153,14,1
TEXAS,Kimble,3,0,0,0,3,15,5,7,3,0
TEXAS,Kinney,5,0,0,1,4,6,5,0,1,1
TEXAS,Kleberg,48,0,6,0,42,65,16,38,11,1
TEXAS,Knox,1,0,1,0,0,14,3,9,2,0
TEXAS,Lamar,29,0,9,0,20,221,77,129,15,0
TEXAS,Lamb,6,0,2,1,3,70,24,37,9,0
TEXAS,La Salle,11,0,0,3,8,54,7,47,0,0
TEXAS,Lavaca,13,0,3,1,9,67,32,31,4,0
TEXAS,Lee,25,1,8,1,15,93,31,58,4,0
TEXAS,Leon,19,0,1,1,17,155,45,101,9,1
TEXAS,Limestone,28,1,2,2,23,157,59,85,13,1
TEXAS,Lipscomb,6,0,0,0,6,14,4,6,4,0
TEXAS,Live Oak,9,0,1,2,6,134,66,59,9,0
TEXAS,Llano,9,0,2,1,6,133,49,77,7,0
TEXAS,Loving,0,0,0,0,0,1,0,1,0,0
TEXAS,Madison,4,0,0,0,4,64,37,22,5,0
TEXAS,Marion,59,4,6,2,47,171,72,82,17,2
TEXAS,Mason,6,0,0,0,6,15,2,11,2,0
TEXAS,Matagorda,71,0,6,6,59,306,73,220,13,0
TEXAS,Maverick,48,0,11,5,32,423,120,277,26,0
TEXAS,McCulloch,1,0,0,0,1,8,2,5,1,2
TEXAS,McMullen,0,0,0,0,0,24,9,15,0,1
TEXAS,Menard,1,0,0,0,1,5,3,2,0,1
TEXAS,Milam,12,0,1,1,10,94,27,61,6,2
TEXAS,Mills,2,0,0,0,2,22,12,8,2,0
TEXAS,Mitchell,1,0,0,0,1,33,12,20,1,0
TEXAS,Montague,49,0,2,0,47,126,52,58,16,0
TEXAS,Moore,9,0,0,0,9,39,13,20,6,0
TEXAS,Morris,10,1,3,0,6,64,27,31,6,0
TEXAS,Nacogdoches,63,1,11,1,50,248,92,139,17,3
TEXAS,Navarro6,55,2,16,2,35,326,162,143,21,3
TEXAS,Nolan,6,0,0,0,6,50,22,22,6,1
TEXAS,Ochiltree,0,0,0,0,0,25,8,12,5,0
TEXAS,Palo Pinto,7,0,0,0,7,108,50,50,8,0
TEXAS,Panola,43,2,2,3,36,284,68,184,32,2
TEXAS,Parmer,1,0,0,0,1,28,11,13,4,0
TEXAS,Pecos,6,0,0,0,6,72,16,52,4,0
TEXAS,Polk,82,5,40,3,34,579,177,350,52,2
TEXAS,Presidio,1,0,0,0,1,11,5,6,0,0
TEXAS,Rains,19,0,3,0,16,94,35,46,13,0
TEXAS,Reagan,6,0,0,0,6,58,10,45,3,0
TEXAS,Real,2,0,0,0,2,50,13,35,2,0
TEXAS,Red River,10,0,0,0,10,69,30,32,7,3
TEXAS,Reeves,3,0,0,0,3,100,1,98,1,0
TEXAS,Refugio,5,0,1,0,4,20,3,17,0,1
TEXAS,Roberts,1,0,0,0,1,6,4,2,0,0
TEXAS,Runnels,5,0,0,0,5,19,8,10,1,0
TEXAS,Sabine,36,0,4,2,30,123,35,74,14,1
TEXAS,San Augustine,27,1,4,0,22,61,26,20,15,0
TEXAS,San Jacinto,56,0,27,3,26,466,195,198,73,0
TEXAS,Schleicher,2,0,1,0,1,31,8,22,1,0
TEXAS,Scurry,4,0,3,0,1,51,19,28,4,0
TEXAS,Shelby,42,2,4,1,35,219,74,130,15,2
TEXAS,Sherman,0,0,0,0,0,6,1,2,3,0
TEXAS,Starr,94,1,24,7,62,292,117,140,35,6
TEXAS,Stephens,4,0,1,0,3,22,9,8,5,0
TEXAS,Sterling,0,0,0,0,0,0,0,0,0,0
TEXAS,Stonewall,0,0,0,0,0,8,3,5,0,0
TEXAS,Sutton,1,0,0,0,1,13,5,6,2,1
TEXAS,Swisher,1,0,0,0,1,10,3,4,3,0
TEXAS,Terry,0,0,0,0,0,45,9,27,9,0
TEXAS,Throckmorton,2,0,0,0,2,6,5,0,1,0
TEXAS,Titus,61,2,12,4,43,183,74,101,8,1
TEXAS,Trinity,23,0,3,1,19,184,52,108,24,3
TEXAS,Tyler,90,2,8,2,78,317,163,114,40,5
TEXAS,Upton,8,0,1,0,7,20,2,18,0,0
TEXAS,Uvalde,6,0,0,0,6,78,26,48,4,1
TEXAS,Val Verde,33,1,8,1,23,103,36,65,2,0
TEXAS,Van Zandt,0,0,0,0,0,251,130,114,7,0
TEXAS,Walker,73,3,24,7,39,208,91,85,32,0
TEXAS,Ward,61,0,14,1,46,113,36,69,8,1
TEXAS,Washington,26,1,3,1,21,155,67,75,13,1
TEXAS,Wharton,78,1,12,7,58,286,87,162,37,0
TEXAS,Wheeler,5,0,0,0,5,30,6,21,3,1
TEXAS,Wilbarger,3,0,0,0,3,13,10,2,1,0
TEXAS,Willacy,53,1,10,1,41,171,57,108,6,2
TEXAS,Winkler,2,1,1,0,0,40,4,33,3,0
TEXAS,Wood,41,0,19,1,21,260,124,114,22,0
TEXAS,Yoakum,5,0,4,0,1,28,8,15,5,1
TEXAS,Young,3,0,0,0,3,22,6,14,2,1
TEXAS,Zapata,25,0,0,4,21,258,113,135,10,0
TEXAS,Zavala,15,0,3,0,12,64,19,37,8,0
UTAH,Box Elder,13,0,3,4,6,191,38,136,17,0
UTAH,Cache,28,0,10,1,17,217,50,131,36,1
UTAH,Davis,36,1,9,0,26,209,34,158,17,0
UTAH,Juab,6,0,2,0,4,63,22,32,9,0
UTAH,Salt Lake County Unified Police Department,887,13,177,216,481,"11,776","1,724","8,304","1,748",33
UTAH,Tooele6,29,1,7,1,20,265,39,217,9,0
UTAH,Utah,56,1,22,4,29,429,79,325,25,2
UTAH,Washington,26,0,7,1,18,110,25,75,10,0
UTAH,Weber,51,2,17,10,22,"1,020",238,692,90,5
UTAH,Beaver,5,1,0,1,3,103,21,75,7,0
UTAH,Carbon,13,0,2,0,11,102,21,76,5,0
UTAH,Daggett6,0,0,0,0,0,7,4,3,0,0
UTAH,Duchesne,34,2,9,0,23,305,69,170,66,3
UTAH,Iron,26,0,7,0,19,110,42,54,14,2
UTAH,Kane,8,0,1,1,6,8,4,4,0,0
UTAH,Millard,25,0,7,0,18,191,30,143,18,1
UTAH,Rich,3,0,0,0,3,29,13,16,0,0
UTAH,San Juan,5,0,3,0,2,73,22,47,4,0
UTAH,Sanpete,2,0,0,0,2,108,24,78,6,1
UTAH,Sevier,7,0,2,0,5,137,17,110,10,0
UTAH,Summit,34,0,4,1,29,498,45,430,23,0
UTAH,Uintah,40,0,15,0,25,214,52,144,18,0
UTAH,Wasatch,16,0,1,0,15,79,24,50,5,0
VERMONT,Franklin,26,0,14,3,9,55,14,41,0,0
VERMONT,Grand Isle,1,0,0,0,1,38,8,29,1,0
VERMONT,Bennington,1,0,0,0,1,7,4,3,0,0
VERMONT,Essex,0,0,0,0,0,19,13,5,1,0
VERMONT,Lamoille,13,0,3,0,10,51,4,47,0,0
VERMONT,Orange,3,0,2,0,1,10,1,9,0,1
VERMONT,Orleans,0,0,0,0,0,22,4,18,0,0
VERMONT,Rutland,3,0,1,0,2,20,3,17,0,0
VERMONT,Washington,0,0,0,0,0,1,0,1,0,0
VERMONT,Windham,1,0,0,0,1,41,4,37,0,0
VERMONT,Windsor,0,0,0,0,0,7,3,4,0,0
VIRGINIA,Albemarle County Police Department,100,5,44,11,40,"1,261",144,"1,038",79,4
VIRGINIA,Amelia,22,1,3,6,12,159,35,109,15,0
VIRGINIA,Amherst,40,0,4,5,31,334,31,276,27,0
VIRGINIA,Appomattox,3,0,0,2,1,79,15,58,6,0
VIRGINIA,Arlington County Police Department,359,5,71,73,210,"2,913",157,"2,610",146,3
VIRGINIA,Augusta,79,1,26,5,47,876,209,581,86,2
VIRGINIA,Bedford,64,1,11,4,48,560,122,395,43,2
VIRGINIA,Botetourt,34,1,9,1,23,210,31,161,18,1
VIRGINIA,Buckingham,16,1,1,0,14,128,22,84,22,2
VIRGINIA,Campbell,76,1,24,7,44,744,125,555,64,4
VIRGINIA,Caroline,39,0,16,3,20,259,55,204,0,1
VIRGINIA,Charles City,17,0,3,2,12,54,6,41,7,0
VIRGINIA,Chesterfield County Police Department,437,10,97,160,170,"6,208",837,"5,005",366,42
VIRGINIA,Clarke,4,1,1,1,1,75,13,57,5,1
VIRGINIA,Craig,0,0,0,0,0,4,0,4,0,0
VIRGINIA,Culpeper,26,0,3,4,19,171,36,121,14,2
VIRGINIA,Dinwiddie,59,0,6,4,49,270,53,202,15,3
VIRGINIA,Fairfax County Police Department,"1,048",19,183,430,416,"13,925",761,"12,444",720,26
VIRGINIA,Fauquier,43,1,16,1,25,369,63,299,7,12
VIRGINIA,Floyd,29,0,10,0,19,103,30,63,10,2
VIRGINIA,Fluvanna,38,0,6,5,27,135,17,105,13,0
VIRGINIA,Franklin,61,7,20,4,30,560,104,388,68,8
VIRGINIA,Frederick,90,0,38,18,34,"1,143",148,934,61,1
VIRGINIA,Giles,24,0,8,0,16,81,18,60,3,0
VIRGINIA,Gloucester,29,2,7,4,16,418,30,355,33,2
VIRGINIA,Greene,15,0,2,3,10,221,24,183,14,2
VIRGINIA,Hanover,101,2,29,8,62,"1,007",45,918,44,2
VIRGINIA,Henrico County Police Department,556,25,60,160,311,"7,677",799,"6,355",523,27
VIRGINIA,Isle of Wight,28,2,0,3,23,259,56,189,14,1
VIRGINIA,James City County Police Department,100,4,18,22,56,"1,068",86,956,26,4
VIRGINIA,King William,8,0,0,0,8,89,11,77,1,0
VIRGINIA,Loudoun,319,2,153,45,119,"2,754",144,"2,469",141,38
VIRGINIA,Mathews,2,1,1,0,0,56,10,44,2,0
VIRGINIA,Montgomery,43,2,15,1,25,254,56,175,23,2
VIRGINIA,Nelson,25,1,8,1,15,156,32,114,10,0
VIRGINIA,New Kent,25,0,9,4,12,205,28,167,10,3
VIRGINIA,Powhatan,13,0,4,0,9,225,31,181,13,2
VIRGINIA,Prince George County Police Department,60,1,17,13,29,398,65,299,34,0
VIRGINIA,Prince William County Police Department,950,4,148,243,555,"5,343",499,"4,438",406,29
VIRGINIA,Pulaski,50,1,9,1,39,586,77,495,14,1
VIRGINIA,Rappahannock,2,0,1,0,1,18,3,14,1,0
VIRGINIA,Roanoke County Police Department,153,0,30,18,105,"1,253",170,"1,028",55,4
VIRGINIA,Rockingham,40,1,19,0,20,367,95,255,17,5
VIRGINIA,Scott,15,0,6,1,8,195,65,116,14,5
VIRGINIA,Spotsylvania,226,4,50,26,146,"1,860",201,"1,530",129,4
VIRGINIA,Stafford,286,4,84,29,169,"1,829",195,"1,541",93,8
VIRGINIA,Sussex,16,2,3,4,7,89,17,67,5,1
VIRGINIA,Warren,30,1,17,1,11,225,26,191,8,2
VIRGINIA,Washington,57,5,10,2,40,647,105,494,48,4
VIRGINIA,York,106,4,39,21,42,"1,093",122,932,39,3
VIRGINIA,Accomack,37,1,11,8,17,312,102,193,17,1
VIRGINIA,Alleghany,9,0,2,0,7,59,18,33,8,0
VIRGINIA,Bath,3,1,0,0,2,17,2,15,0,0
VIRGINIA,Bland,3,0,1,0,2,25,5,18,2,0
VIRGINIA,Brunswick,18,0,1,3,14,82,30,45,7,3
VIRGINIA,Buchanan,54,1,15,2,36,300,90,190,20,3
VIRGINIA,Carroll,20,0,3,4,13,317,89,178,50,2
VIRGINIA,Charlotte,16,0,6,1,9,105,32,61,12,0
VIRGINIA,Cumberland,12,0,4,0,8,54,18,30,6,0
VIRGINIA,Dickenson,17,1,11,0,5,78,16,52,10,6
VIRGINIA,Essex,5,0,1,0,4,71,47,19,5,0
VIRGINIA,Grayson,13,0,5,0,8,172,39,114,19,4
VIRGINIA,Greensville,12,1,4,2,5,84,26,52,6,0
VIRGINIA,Halifax,34,2,6,4,22,274,86,167,21,2
VIRGINIA,Henry,128,0,16,13,99,"1,316",287,922,107,6
VIRGINIA,Highland,1,0,0,0,1,27,9,18,0,1
VIRGINIA,King and Queen,11,0,3,2,6,38,9,20,9,0
VIRGINIA,King George,32,0,5,0,27,292,42,230,20,4
VIRGINIA,Lancaster,29,0,6,0,23,87,21,61,5,0
VIRGINIA,Lee,24,0,6,2,16,256,19,235,2,1
VIRGINIA,Louisa,55,4,12,0,39,434,39,358,37,0
VIRGINIA,Lunenburg,13,0,0,0,13,53,21,30,2,0
VIRGINIA,Madison,10,1,5,1,3,89,12,74,3,1
VIRGINIA,Mecklenburg,53,0,21,4,28,280,110,154,16,3
VIRGINIA,Middlesex,14,1,8,0,5,150,20,114,16,5
VIRGINIA,Northampton,7,0,1,1,5,53,17,34,2,0
VIRGINIA,Northumberland,7,0,4,0,3,88,26,57,5,1
VIRGINIA,Nottoway,11,1,4,0,6,80,19,55,6,1
VIRGINIA,Orange,11,0,2,1,8,144,23,110,11,2
VIRGINIA,Page,24,1,12,1,10,193,41,134,18,4
VIRGINIA,Patrick,35,0,14,4,17,248,67,162,19,2
VIRGINIA,Pittsylvania,61,2,22,6,31,406,113,277,16,2
VIRGINIA,Prince Edward,26,1,6,0,19,87,32,53,2,0
VIRGINIA,Richmond,6,0,2,0,4,31,7,19,5,0
VIRGINIA,Rockbridge,28,2,10,2,14,228,38,180,10,1
VIRGINIA,Russell,35,3,7,0,25,171,40,120,11,2
VIRGINIA,Shenandoah,32,0,12,2,18,240,57,168,15,1
VIRGINIA,Smyth,18,3,5,3,7,306,69,214,23,6
VIRGINIA,Southampton,18,0,9,3,6,179,41,126,12,2
VIRGINIA,Surry,4,0,1,1,2,33,5,24,4,0
VIRGINIA,Tazewell,41,1,16,2,22,337,87,228,22,3
VIRGINIA,Westmoreland,9,0,4,0,5,128,36,90,2,0
VIRGINIA,Wise,42,1,22,3,16,281,47,209,25,2
VIRGINIA,Wythe,22,2,7,2,11,141,19,99,23,0
WASHINGTON,Asotin,16,0,2,2,12,147,34,102,11,0
WASHINGTON,Benton,60,0,7,3,50,468,147,269,52,3
WASHINGTON,Chelan,32,1,9,4,18,521,171,312,38,1
WASHINGTON,Clark,331,3,91,51,186,"2,021",421,"1,073",527,18
WASHINGTON,Columbia,18,0,3,1,14,60,21,34,5,1
WASHINGTON,Cowlitz,92,0,38,4,50,407,169,186,52,8
WASHINGTON,Douglas,18,0,4,4,10,334,80,216,38,0
WASHINGTON,Franklin,21,0,0,1,20,135,42,72,21,6
WASHINGTON,King7,,8,,100,234,"3,704","1,105","1,822",777,70
WASHINGTON,Kitsap,380,8,85,29,258,"3,163",755,"2,134",274,9
WASHINGTON,Pend Oreille,16,0,3,0,13,271,83,167,21,3
WASHINGTON,Pierce,"1,255",7,124,211,913,"8,567","2,230","5,119","1,218",55
WASHINGTON,Skagit,119,5,19,15,80,"1,083",359,647,77,14
WASHINGTON,Skamania,6,2,2,0,2,40,6,26,8,0
WASHINGTON,Snohomish,562,8,72,91,391,"6,021","1,411","3,499","1,111",38
WASHINGTON,Spokane,148,4,47,18,79,"3,348",856,"2,199",293,7
WASHINGTON,Stevens,22,0,5,2,15,418,170,215,33,2
WASHINGTON,Thurston,264,5,32,25,202,"2,178",773,"1,152",253,10
WASHINGTON,Walla Walla,47,0,13,1,33,263,59,170,34,3
WASHINGTON,Whatcom,150,0,34,13,103,"1,189",309,768,112,13
WASHINGTON,Yakima,148,5,20,16,107,"1,719",505,928,286,7
WASHINGTON,Adams,15,1,2,3,9,150,50,72,28,1
WASHINGTON,Clallam,60,1,20,3,36,581,177,373,31,4
WASHINGTON,Ferry,2,0,2,0,0,18,6,11,1,0
WASHINGTON,Garfield,3,0,2,0,1,36,16,19,1,1
WASHINGTON,Grant,99,2,13,12,72,999,281,586,132,4
WASHINGTON,Grays Harbor,43,1,10,3,29,451,215,197,39,3
WASHINGTON,Jefferson,28,0,4,3,21,170,60,99,11,0
WASHINGTON,Kittitas,5,0,1,0,4,213,56,139,18,2
WASHINGTON,Klickitat,4,0,0,1,3,64,42,14,8,0
WASHINGTON,Lewis,56,0,9,2,45,631,215,370,46,5
WASHINGTON,Lincoln,1,0,1,0,0,113,41,62,10,0
WASHINGTON,Mason,74,6,7,7,54,"1,084",491,480,113,2
WASHINGTON,Okanogan,33,1,4,1,27,166,70,79,17,2
WASHINGTON,Pacific,26,0,1,0,25,168,78,81,9,0
WASHINGTON,San Juan,9,0,4,0,5,168,29,125,14,1
WASHINGTON,Wahkiakum,4,0,1,0,3,54,12,37,5,0
WASHINGTON,Whitman,15,0,5,0,10,53,10,34,9,0
WEST VIRGINIA ,Berkeley,80,0,16,9,55,668,152,474,42,4
WEST VIRGINIA ,Brooke,3,0,1,1,1,74,23,41,10,3
WEST VIRGINIA ,Fayette,72,3,10,7,52,249,86,121,42,7
WEST VIRGINIA ,Hancock,9,1,2,0,6,47,17,24,6,1
WEST VIRGINIA ,Jefferson,41,1,12,5,23,300,76,199,25,1
WEST VIRGINIA ,Kanawha,338,2,30,8,298,"1,551",491,720,340,15
WEST VIRGINIA ,Marshall,33,0,1,0,32,93,30,51,12,0
WEST VIRGINIA ,Monongalia,145,0,16,9,120,357,93,243,21,0
WEST VIRGINIA ,Preston,54,0,2,4,48,62,25,30,7,2
WEST VIRGINIA ,Putnam,161,0,4,4,153,375,75,222,78,2
WEST VIRGINIA ,Raleigh,104,0,4,7,93,535,173,324,38,6
WEST VIRGINIA ,Wirt,4,0,0,0,4,21,9,11,1,1
WEST VIRGINIA ,Barbour,25,0,1,0,24,19,3,14,2,0
WEST VIRGINIA ,Calhoun,1,0,0,1,0,49,14,31,4,0
WEST VIRGINIA ,Doddridge,1,0,0,0,1,25,12,12,1,1
WEST VIRGINIA ,Greenbrier,2,0,0,2,0,60,31,23,6,1
WEST VIRGINIA ,Hardy,13,0,0,0,13,7,1,4,2,0
WEST VIRGINIA ,Harrison,37,0,5,3,29,198,54,117,27,4
WEST VIRGINIA ,Jackson,88,2,2,0,84,42,12,24,6,1
WEST VIRGINIA ,Lewis,4,0,0,0,4,61,11,43,7,2
WEST VIRGINIA ,Logan,133,0,4,1,128,52,12,34,6,0
WEST VIRGINIA ,Marion,103,0,8,3,92,108,28,69,11,1
WEST VIRGINIA ,Mason,18,1,5,0,12,161,51,85,25,3
WEST VIRGINIA ,McDowell,4,1,0,1,2,16,6,9,1,1
WEST VIRGINIA ,Mercer,88,3,7,6,72,358,155,175,28,4
WEST VIRGINIA ,Mingo,2,0,0,0,2,2,0,2,0,0
WEST VIRGINIA ,Monroe,2,1,0,0,1,60,10,48,2,0
WEST VIRGINIA ,Morgan,47,0,5,1,41,56,21,34,1,2
WEST VIRGINIA ,Nicholas,154,0,5,1,148,148,39,109,0,1
WEST VIRGINIA ,Randolph,75,0,1,0,74,129,45,83,1,0
WEST VIRGINIA ,Roane,17,0,0,0,17,67,0,63,4,0
WEST VIRGINIA ,Summers,18,0,2,0,16,38,20,9,9,0
WEST VIRGINIA ,Tyler,7,0,1,0,6,15,3,11,1,2
WEST VIRGINIA ,Upshur,4,0,1,0,3,74,14,43,17,1
WEST VIRGINIA ,Wetzel,6,0,1,0,5,24,6,17,1,0
WEST VIRGINIA ,Wyoming,50,0,2,1,47,80,31,45,4,2
WISCONSIN,Brown,76,0,18,2,56,857,115,723,19,3
WISCONSIN,Calumet,18,0,2,1,15,104,24,77,3,0
WISCONSIN,Chippewa,30,0,12,0,18,272,48,204,20,1
WISCONSIN,Columbia,30,0,7,1,22,217,65,142,10,0
WISCONSIN,Dane,65,1,19,12,33,715,153,503,59,0
WISCONSIN,Douglas,11,0,5,0,6,182,64,104,14,1
WISCONSIN,Eau Claire5,,2,3,2,,199,78,108,13,0
WISCONSIN,Fond du Lac,24,1,8,0,15,143,49,85,9,3
WISCONSIN,Green,3,0,0,0,3,60,16,43,1,1
WISCONSIN,Iowa,22,0,5,0,17,36,17,16,3,0
WISCONSIN,Kenosha,89,3,27,10,49,346,79,247,20,3
WISCONSIN,Kewaunee,22,0,18,0,4,41,6,30,5,0
WISCONSIN,La Crosse,22,0,2,0,20,155,47,105,3,0
WISCONSIN,Marathon,22,0,10,2,10,271,54,211,6,0
WISCONSIN,Milwaukee,63,1,2,9,51,138,2,73,63,0
WISCONSIN,Outagamie,20,0,1,0,19,244,69,155,20,0
WISCONSIN,Ozaukee,9,0,4,0,5,110,25,81,4,0
WISCONSIN,Pierce,11,0,0,0,11,120,30,87,3,1
WISCONSIN,Racine,66,1,1,10,54,267,51,192,24,0
WISCONSIN,Rock,49,0,25,3,21,348,87,236,25,6
WISCONSIN,Sheboygan,36,2,19,1,14,345,52,282,11,0
WISCONSIN,St. Croix,36,0,1,0,35,294,75,199,20,0
WISCONSIN,Washington,10,0,7,1,2,310,56,241,13,0
WISCONSIN,Waukesha,70,0,3,1,66,382,72,286,24,3
WISCONSIN,Winnebago,16,0,1,0,15,216,63,139,14,1
WISCONSIN,Adams,20,0,0,1,19,236,115,116,5,1
WISCONSIN,Ashland,21,0,0,0,21,26,9,17,0,0
WISCONSIN,Barron,4,3,0,0,1,137,40,86,11,0
WISCONSIN,Bayfield,15,0,2,0,13,125,46,73,6,0
WISCONSIN,Buffalo,11,0,6,0,5,25,2,17,6,0
WISCONSIN,Burnett,27,0,2,1,24,313,139,162,12,4
WISCONSIN,Clark,12,0,0,0,12,83,15,62,6,1
WISCONSIN,Crawford,15,0,7,0,8,107,16,89,2,0
WISCONSIN,Dodge,41,0,10,4,27,162,52,102,8,1
WISCONSIN,Door,8,0,1,0,7,106,29,73,4,1
WISCONSIN,Dunn,18,0,5,0,13,84,28,46,10,0
WISCONSIN,Florence,1,0,0,0,1,71,19,49,3,0
WISCONSIN,Forest,22,2,9,0,11,100,23,72,5,1
WISCONSIN,Grant,41,0,15,0,26,145,31,106,8,0
WISCONSIN,Green Lake,5,0,2,0,3,56,18,36,2,0
WISCONSIN,Iron,3,1,0,1,1,72,22,45,5,0
WISCONSIN,Jackson,9,0,2,0,7,190,79,92,19,0
WISCONSIN,Jefferson,42,0,1,2,39,179,38,131,10,3
WISCONSIN,Juneau,37,0,9,0,28,219,70,135,14,0
WISCONSIN,Lafayette,14,0,5,0,9,81,16,61,4,1
WISCONSIN,Langlade,6,0,0,0,6,183,59,118,6,0
WISCONSIN,Lincoln,33,0,12,0,21,90,28,59,3,2
WISCONSIN,Manitowoc,35,0,2,2,31,159,49,104,6,1
WISCONSIN,Marinette,13,0,7,0,6,224,96,112,16,1
WISCONSIN,Marquette,11,0,3,1,7,84,27,53,4,0
WISCONSIN,Menominee,0,0,0,0,0,31,16,12,3,0
WISCONSIN,Monroe,6,0,3,0,3,120,54,55,11,2
WISCONSIN,Oneida,41,1,11,1,28,163,41,110,12,2
WISCONSIN,Pepin,6,0,2,0,4,30,12,18,0,0
WISCONSIN,Polk,28,0,8,1,19,245,81,137,27,1
WISCONSIN,Portage,39,0,5,1,33,183,46,127,10,1
WISCONSIN,Price,6,0,0,0,6,89,19,66,4,1
WISCONSIN,Richland,1,0,0,0,1,15,14,0,1,0
WISCONSIN,Rusk,19,1,2,0,16,38,10,25,3,2
WISCONSIN,Sauk,33,0,18,3,12,365,91,262,12,0
WISCONSIN,Sawyer,14,0,1,0,13,195,56,124,15,0
WISCONSIN,Shawano,36,0,13,0,23,313,112,183,18,1
WISCONSIN,Taylor,15,0,0,0,15,87,6,80,1,2
WISCONSIN,Trempealeau,15,0,4,0,11,133,17,108,8,0
WISCONSIN,Vernon,5,0,1,0,4,70,19,46,5,0
WISCONSIN,Vilas,0,0,0,0,0,154,39,106,9,0
WISCONSIN,Walworth,18,0,13,0,5,174,38,120,16,0
WISCONSIN,Washburn,40,0,9,0,31,125,35,80,10,0
WISCONSIN,Waupaca,49,0,16,0,33,444,70,347,27,0
WISCONSIN,Waushara,22,0,9,0,13,203,35,157,11,0
WISCONSIN,Wood,12,0,7,3,2,160,44,103,13,1
WYOMING,Laramie,78,3,10,1,64,490,112,323,55,6
WYOMING,Natrona,48,0,20,6,22,231,44,155,32,2
WYOMING,Albany,10,1,1,0,8,41,15,23,3,0
WYOMING,Big Horn,7,0,2,0,5,25,4,19,2,0
WYOMING,Campbell,105,1,21,1,82,134,30,86,18,4
WYOMING,Carbon,8,0,2,0,6,12,1,8,3,0
WYOMING,Crook,3,0,0,0,3,20,4,16,0,0
WYOMING,Fremont,16,0,4,0,12,191,25,153,13,0
WYOMING,Goshen,31,0,2,0,29,46,17,23,6,0
WYOMING,Hot Springs,2,0,0,0,2,27,3,21,3,0
WYOMING,Johnson,12,0,4,0,8,24,8,13,3,0
WYOMING,Lincoln,13,0,7,0,6,57,16,34,7,0
WYOMING,Park,26,2,0,0,24,64,18,43,3,0
WYOMING,Platte,2,0,0,0,2,20,6,10,4,0
WYOMING,Sheridan,6,0,0,1,5,58,8,47,3,0
